id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language,averageRating,ratingsCount,previewLink,buyLink,mainCategory,imagem
iIa2tAEACAAJ,The Vengeance of Mothers,,Jim Fergus,,2017-09,"9 March 1876My name is Meggie Kelly and I take up this pencil with my twin sister, Susie. We have nothing left, less than nothing. The village of our People has been destroyed.Empty of human feeling, half-dead ourselves, all that remains of us intact are hearts turned to stone. We curse the U.S. government, we curse the Army, we curse the savagery of mankind, white and Indian alike. We curse God in his heaven. Do not underestimate the power of a mother's vengeance...So begins the journal of Margaret Kelly, a woman who participated in the government's ""Brides for Indians"" program in 1873, a program whose conceit was that the way to peace between the United States and the Cheyenne Nation was for One Thousand White Women to be given as brides in exchange for three hundred horses. Mostly fallen women, the brides themselves thought it was simply a chance at freedom. But many fell in love with the Cheyennes spouses and had children with them... and became Cheyenne themselves.",352.0,FICTION,en,,,http://books.google.com.br/books?id=iIa2tAEACAAJ&dq=subject:Historical+Fiction&hl=&as_pt=BOOKS&cd=167&source=gbs_api,,Historical Fiction,http://books.google.com/books/content?id=iIa2tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
l6JRewAACAAJ,Secrets of the Desert,,Christian Jacq,,2005-01-01,"Having discovered a monstrous conspiracy to overthrow the pharaoh, Ramses the Great, Judge Pazair has been deported for a crime he did not commit and sentenced to die in a prison camp. But the conspirators have reckoned without the love of Neferet, the young woman doctor Pazair has just married, and the courage of Suti, his friend with the hot head and the generous heart. Together, Neferet and Suti attempt to rescue Pazair so that he can resume his investigation. For there are many questions yet to be answered. Who murdered the veteran guards of the Great Sphinx? Who violated the Great Pyramid and stole the Testament of the Gods, which guarantees Pharaoh's legitimacy? Who killed Pazair's spiritual master?",518.0,Conspiracies,en,,,http://books.google.com.br/books?id=l6JRewAACAAJ&dq=subject:Historical+Fiction&hl=&as_pt=BOOKS&cd=168&source=gbs_api,,Historical Fiction,
5kcQAgAACAAJ,Iron Ties,,Ann Parker,Silver Rush Mysteries (Paperba,2006,"In the sequel to Silver Lies, as Inez Stannert struggles to deal with her shaky partnership in Leadville's Silver Queen saloon, a missing husband, and a child still back East, President Ulysses S. Grant prepares to make an appearance to celebrate the coming of the railroad, but old enemies, general lawlessness, and ruthless competitors could ruin everything. (Mystery & Detective)",584.0,Fiction,en,,,http://books.google.com.br/books?id=5kcQAgAACAAJ&dq=subject:Historical+Fiction&hl=&as_pt=BOOKS&cd=169&source=gbs_api,,Historical Fiction,http://books.google.com/books/content?id=5kcQAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
UGUahZnpa0MC,The Visitor,,Lee Child,Random House,2001,"""Sergeant Amy Callan and Lieutenant Caroline Cook have a lot in common. Both were army high-flyers. Both were acquainted with Jack Reacher. Both were forced to resign from the service. Now they're both dead. Both were found in their own home, naked, in a bath full of paint. Both apparent victims of an army man. A loner, a smart guy with a score to settle, a ruthless vigilante. A man just like Jack Reacher.""--Cover.",516.0,Fiction,en,,,http://books.google.com.br/books?id=UGUahZnpa0MC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=1&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=UGUahZnpa0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Nq5aAAAAMAAJ,The Testament,A Novel,John Grisham,Doubleday,1999-02-02,"A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament.",452.0,Fiction,en,,,http://books.google.com.br/books?id=Nq5aAAAAMAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=2&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=Nq5aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
nt2gYevSZrMC,The Harbinger,,Jonathan Cahn,Charisma Media,2011,"An anonymous man has received nine seals from The Prophet, with each seal containing mysterious sayings and prophecies from the Book of Isaiah about America's recent past and possible future destruction.",274.0,Fiction,en,4.5,10.0,http://books.google.com.br/books?id=nt2gYevSZrMC&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=3&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=nt2gYevSZrMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
g40bVuX9wmYC,The Da Vinci Code,A Novel,Dan Brown,,2003,"Robert Langdon, Harvard Professor of symbology, receives an urgent late-night call while in Paris: the curator of the Louvre has been murdered. Alongside the body is a series of baffling ciphers. Langdon and a gifted French cryptologist, Sophie Neveu, are stunned to find a trail that leads to the to the works of Da Vinci - and further. The curator, part of a secret society named the Priory of Sion, may have sacrificed his life to keep secret the location of a vastly important religious relic hidden for centuries. It appears that the clandestine Vatican-sanctioned Catholic sect Opus Dei has now made its move. Unless Landon and Neveu can decipher the labyrinthine code and quickly assemble the pieces of the puzzle, the Priory's secret - and a stunning historical truth - will be lost forever.",468.0,Fiction,en,4.5,2.0,http://books.google.com.br/books?id=g40bVuX9wmYC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=4&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=g40bVuX9wmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
naghRvxjrfIC,Brother Odd,,Dean Koontz,Bantam,2007-10-30,"Leaving the small desert town where he has spent his life, Odd Thomas, a hero who lives between the living and the dead, seeks the solitude of an isolated monastery, but he soon finds himself confronting a killer stalking his sanctuary's halls. -- Novelist.",468.0,Fiction,en,,,http://books.google.com.br/books?id=naghRvxjrfIC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=5&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=naghRvxjrfIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
L83TtpJ57-wC,The St. Zita Society,A Novel,Ruth Rendell,Simon and Schuster,2012-08-14,From three-time Edgar Award-winning mystery writer Ruth Rendell comes a captivating and expertly plotted tale of residents and servants on one block of a posh London street--and the deadly ways their lives intertwine.,264.0,Fiction,en,,,http://books.google.com.br/books?id=L83TtpJ57-wC&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=6&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=L83TtpJ57-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
LlV2CwAAQBAJ,He Will Be My Ruin,A Novel,K.A. Tucker,Simon and Schuster,2016-02-02,"K.A. Tucker makes her suspense debut with this sexy, heart pounding story of a young woman determined to find justice after her best friend's death.",352.0,Fiction,en,,,http://books.google.com.br/books?id=LlV2CwAAQBAJ&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=7&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=LlV2CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
czJ-qu4ZisoC,A Game for Heroes,,Jack Higgins,G.P. Putnam's Sons,2002,Intrepid British spy and soldier of fortune Owen Morgan leads a hard-nosed gang of commandos on a mission to destroy an island fortress of the Third Reich in the English Channel.,324.0,Fiction,en,4.0,3.0,http://books.google.com.br/books?id=czJ-qu4ZisoC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=8&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=czJ-qu4ZisoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
i2GcPwAACAAJ,The Apprentice,,Tess Gerritsen,"Wheeler Publishing, Incorporated",2002,"Although serial killer Warren Hoyt is behind bars, a copycat-at-large continues his legacy of murders performed with twisted medical techniques.",439.0,Fiction,en,,,http://books.google.com.br/books?id=i2GcPwAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=9&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=i2GcPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
NqtaAAAAMAAJ,Mercy,,Julie Garwood,Beyond Words/Atria Books,2001,Attorney Theo Buchanan must save the life of a gorgeous surgeon who once saved his.,430.0,Fiction,en,,,http://books.google.com.br/books?id=NqtaAAAAMAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=10&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=NqtaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
6gImDwAAQBAJ,The Camel Club,,David Baldacci,Pan Macmillan,2005,"The Camel Club is a four-man group of Washington, D.C. misfits, that meet weekly to discuss political conspiracies they believe exist and what actions they might take. One night club members witness the murder of Secret Service employee Patrick Johnson, thus thrusting the wacky crew into the middle of a bigger conspiracy than they could ever have imagined.",705.0,Fiction,en,,,http://books.google.com.br/books?id=6gImDwAAQBAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=41&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=6gImDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
ipBLuwEACAAJ,Nine Perfect Strangers,,Liane Moriarty,Penguin,2019,One luxury retreat in the middle of nowhere. Ten days in which no one can leave. Nine strangers seeking perfection. And each discovering the perfect lie...,0.0,Fiction,en,,,http://books.google.com.br/books?id=ipBLuwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=42&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=ipBLuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
7UHjoQEACAAJ,King and Maxwell,,David Baldacci,,2014-07-01,"The teenage son of an U.S. MIA in Afghanistan hires Sean King and Michelle Maxwell--former Secret Service agents turned private investigators--to solve the mystery surrounding his father. But their investigation quickly leads to deeper, more troubling questions. Could Tyler's father really still be alive? What was his true mission? Could Tyler be the next target?",297.0,FICTION,en,,,http://books.google.com.br/books?id=7UHjoQEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=43&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=7UHjoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9UVGCwAAQBAJ,Crazy Gran,,Gary Botting,Strategic Book Publishing & Rights Agency,2015-12-10,"Amy’s Uncle Al and her mother Ariel both seem to have insider knowledge that something terrible is going to happen in Manhattan on September 11, 2001. Thousands heeded Ariel’s warning in The Chrislamic Messenger to flee New York City. But how did they know? The military believes Amy’s father is somehow behind 9/11, even though he is supposedly dead and buried. As a weapons technologist, he was custodian of two Mark 53 nuclear bombs that were jettisoned by a failing B-52 over Champlain Lake at the same time he went missing in 1978. Now, years later, he seems to have come back from the dead. Only Amy can stop her uncle from executing her father’s plan to detonate one of the massive bombs inside a uranium mine in the Adirondacks, causing a cataclysmic chain reaction that would create a sixth Great Lake and precipitate evacuation of the Eastern seaboard. Uncle Al is intent on stopping Amy from alerting authorities, by supplying her Chrislamic mother with evidence that although Amy swears she is a virgin, she and her cousin Ron have been indulging in “fornication.” According to Sharia law and Deuteronomy 13, Amy must be stoned to death. As Uncle Al prepares to detonate the dirtiest bomb in history, Ron attempts to stop Amy’s stoning before New York State blows sky high.",356.0,Fiction,en,,,http://books.google.com.br/books?id=9UVGCwAAQBAJ&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=44&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=9UVGCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
hsTt1pgUP2EC,Private Eyes,,Jonathan Kellerman,"Random House Digital, Inc.",2003,"The voice belongs to a woman, but Dr. Alex Delaware remembers a little girl. It is eleven years since seven-years-old Melissa Dickinson dialed a hospital help line for comfort--and found it in therapy with Alex Delaware. Now the lovely young heiress is desperately calling for psychologist's help once more. Only this time it looks like Melissa's deepest childhood nightmare is really coming true ... Twenty years ago, Gina Dickinson, Melissa's mother, suffered a grisly assault that left the budding actress irreparably scarred and emotionally crippled. Now her acid-wielding assailant is out of prison and back in L.A.--and Melissa is terrified that the monster has returned to hurt Gina again. But before Alex Delaware can even begin to soothe his former patient's fears, Gina, a recluse for twenty, disappears. And now, unless Delaware turns crack detective to uncover the truth, Gina Dickinson will be just one more victim of a cold fury that has already spawned madness--and murder.",433.0,Fiction,en,,,http://books.google.com.br/books?id=hsTt1pgUP2EC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=45&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=hsTt1pgUP2EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
fLrfKld2lLUC,The Servants of Twilight,,Dean Ray Koontz,Penguin,1984,Christine Scavello's life turns into a nightmare when her six-year-old son becomes a target for a group of religious fanatics who believe he is the Antichrist and will stop at nothing to kill him. Reissue.,436.0,Fiction,en,3.0,3.0,http://books.google.com.br/books?id=fLrfKld2lLUC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=46&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=fLrfKld2lLUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
ZMLkjwEACAAJ,A Brief History of Seven Killings,,Marlon James,Clipper Audio,2015-01-10,"On 3 December 1976, just weeks before Bob Marley was to play the Smile Jamaica Concert to ease political tensions, seven gunmen from West Kingston stormed his house. Marley survived and went on to perform at the free concert. Not a lot was recorded about the fate of the seven gunmen, but much has been said, whispered and sung about in the streets of West Kingston.",,Assassins,en,,,http://books.google.com.br/books?id=ZMLkjwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=47&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=ZMLkjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
mImgMQEACAAJ,Hell Island,,Matthew Reilly,Pan,2012,"It is an island that doesn't appear on any maps. A secret place, where classified experiments have been carried out. Experiments that have gone terribly wrong... Four crack special forces units are dropped in. One of them is a team of Marines, led by Captain Shane Schofield, call-sign: SCARECROW. Nothing can prepare Schofield's team for what they find there. You could say they've just entered hell. But that would be wrong. This is much, much worse.",108.0,Experimental rangelands,en,,,http://books.google.com.br/books?id=mImgMQEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=48&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=mImgMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
wAshCgAAQBAJ,The Silence that Speaks,,Andrea Kane,MIRA,2015,"Former Navy SEAL Marc Deveraux teams up with Forensic Instincts to protect the life of nurse and former flame Madeline Westfield, whose would-be killer blames her for the death of a hospital administrator.",331.0,Fiction,en,,,http://books.google.com.br/books?id=wAshCgAAQBAJ&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=49&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=wAshCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
MBtctNppOJAC,Tripwire,,Lee Child,Random House,2011,"Digging swimming pools by hand in Key West, former military policeman Jack Reacher is not pleased when Costello, a private detective, starts asking questions about him. When Costello is found dead, Reacher knows that he is in serious trouble.",548.0,Fiction,en,,,http://books.google.com.br/books?id=MBtctNppOJAC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=50&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=MBtctNppOJAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Wcl5oAEACAAJ,Breaking Creed,,Alex Kava,Orbit Books,2015-01-27,"Ryder Creed and his dogs have been making national headlines after intercepting several major drug stashes being smuggled through Atlanta's airport. But their newfound celebrity has also garnered some unwanted attention. When Creed and one of his dogs are called in to search a commercial fishing vessel, they discover a secret compartment. But the Colombian cartels' latest shipment isn't drugs. This time, its cargo is human. To make matters worse, Creed helps one of the cartel's drug mules escape - a fourteen-year-old girl who reminds him of his younger sister who disappeared fifteen years ago. Meanwhile, FBI agent Maggie O'Dell is investigating a series of murders - the victims tortured, killed, and dumped in the Potomac River. Maggie suspects they are the work of a cunning and brutal assassin. But by the time she uncovers a hit list with Creed's name on it, it might be too late...",320.0,Fiction,en,,,http://books.google.com.br/books?id=Wcl5oAEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=81&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=Wcl5oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
1uC0nhWhrOsC,Patriot Games,,Tom Clancy,HarperCollins UK,1988,,10.0,Fiction,en,,,http://books.google.com.br/books?id=1uC0nhWhrOsC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=82&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=1uC0nhWhrOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
QKBipzO4E7IC,The Princess Bride,S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,Bloomsbury Publishing,1999-01-01,"William Goldman's cult classic, a story of pirates, evil princes, sorcerers and of course - true love!",416.0,Fiction,en,,,http://books.google.com.br/books?id=QKBipzO4E7IC&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=83&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=QKBipzO4E7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
_bLFrQEACAAJ,A Song of Shadows,A Charlie Parker Thriller,John Connolly,,2015-03-24,"Grievously wounded private detective Charlie Parker investigates a case that has its origins in a Nazi concentration camp during the Second World War. Broken, but undeterred, private detective Charlie Parker faces the darkest of dark forces in a case with its roots in the second world war, and a concentration camp unlike any other . . . Recovering from a near-fatal shooting and tormented by memories of a world beyond this one, Parker has retreated to the small Maine town of Boreas to recover. There he befriends a widow named Ruth Winter and her young daughter, Amanda. But Ruth has her secrets. She is hiding from the past, and the forces that threaten her have their origins in the Second World War, in a town called Lubko and a concentration camp unlike any other. Old atrocities are about to be unearthed, and old sinners will kill to hide their sins. Now Parker is about to risk his life to defend a woman he barely knows, one who fears him almost as much as she fears those who are coming for her. His enemies believe him to be vulnerable. Fearful. Solitary. But they are wrong. Parker is far from afraid, and far from alone. For something is emerging from the shadows . . .",441.0,"Parker, Charlie ""Bird"" (Fictitious character)",en,,,http://books.google.com.br/books?id=_bLFrQEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=84&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=_bLFrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9s3aCwAAQBAJ,Medusa,,"Clive Cussler, Paul Kemprecos",G.P. Putnam's Sons,2010-05-25,"Kurt Austin puts the NUMAA team on a case involving a hideous series of medical experiments, an extraordinarily ambitious Chinese criminal organization, and a secret new virus that threatens to set off a worlwide pandemic.",530.0,Fiction,en,,,http://books.google.com.br/books?id=9s3aCwAAQBAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=85&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=9s3aCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
-_6Z2_JdZdwC,Hot Springs,A Novel,Stephen Hunter,Simon and Schuster,2000,"This novel is set in the summer of 1946. Hot Springs, Arkansas is the center of this book about corruption and the life an ex-Marine named Earl Swagger.",488.0,Fiction,en,,,http://books.google.com.br/books?id=-_6Z2_JdZdwC&printsec=frontcover&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=86&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=-_6Z2_JdZdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
ei-N0AEACAAJ,Hannibal,,Thomas Harris,,2009,"Seven years have passed since Dr. Hannibal Lecter escaped from custody, seven years since FBI Special Agent Clarice Starling interviewed him in a maximum security hospital for the criminally insane. The doctor is still at large, but Starling has never forgotten her encounters with Dr. Lecter, and the metallic rasp of his seldom-used voice still sounds in her dreams...",0.0,Fugitives from justice,en,,,http://books.google.com.br/books?id=ei-N0AEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=87&source=gbs_api,,Thriller & Suspense,
lY3SjwEACAAJ,Cross and Burn,,Val McDermid,Clipper Audio,2014-01-03,"The new unforgettable new Tony Hill and Carol Jordan novel will see them forced to fight for themselves and each other as never before... Guilt and grief have driven a wedge between long time crime-fighting partners psychologist Tony Hill and ex-DCI Carol Jordan. But just because they're not talking doesn't mean the killing stops. Someone is killing women. Women who bear a disturbing resemblance to Carol Jordan. And when the evidence begins to point in a disturbing direction, thinking the unthinkable seems the only possible answer.",,Clinical psychologists,en,,,http://books.google.com.br/books?id=lY3SjwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=88&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=lY3SjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
kGitgs5JBd4C,Little Town Lies,,Anne Strieber,Macmillan,2005-11,"Burned out from her social work career, Sally Hopkins takes on an investigative job for her sheriff uncle in east Texas, a case involving a series of arsons and animal killings that suggest the work of a budding serial murderer.",257.0,Fiction,en,,,http://books.google.com.br/books?id=kGitgs5JBd4C&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=89&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=kGitgs5JBd4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
B3RnAQAACAAJ,Bombproof,,Michael Robotham,Orbit Books,2017-05-16,"Sami Macbeth is not a master criminal. He's not even a minor one. He's not a jewel thief. He's not a safe-cracker. He's not an expert in explosives.Sami plays guitar and wants to be a rock god but keeps getting side-tracked. Fifty-four hours ago Sami was released from prison. Thirty-six hours ago he slept with the woman of his dreams at the Savoy. An hour ago his train blew up.Now he's carrying a rucksack through London's West End and is the most wanted terrorist in the country . . .BOMBPROOF is a heart-stopping, darkly compelling chase across London's criminal underbelly where an ordinary man faces an extraordinary situation, by multi-million-copy bestselling author MICHAEL ROBOTHAM.",400.0,,en,,,http://books.google.com.br/books?id=B3RnAQAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=90&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=B3RnAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
0zW7oQEACAAJ,Gideon's Corpse,,Preston Douglas J Child Lincoln,,2014-07-02,"A top nuclear scientist turns homicidal, taking an innocent family hostage at gunpoint. Gideon Crew, a colleague of the scientist at Los Alamos, is called in to talk the man down. But the standoff ends in an explosion of violence. When the authorities discover the scientist's body is intensely radioactive, and that he had recently embraced Islamic extremism, all hell breaks loose.",254.0,FICTION,en,,,http://books.google.com.br/books?id=0zW7oQEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=121&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=0zW7oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
BxCVPwAACAAJ,The Evil Seed,,Joanne Harris,,2009,"""'I'm still rather fond of this first book of mine, in spite of all the time that has elapsed, and in spite of the way my style has evolved.' Joanne Harris"" "" "" Caution - May contain vampires. It's never easy to face the fact that a man you once loved passionately has found the girl of his dreams, as Alice discovers when Joe introduces her to his new girlfriend. Then Alice finds an old diary and reads about two men and the mysterious woman who bewitched them both, buried in Grantchester churchyard half a century ago. As the stories seem to intertwine, Alice comes to realize that her instinctive hatred of Joe's new girlfriend may not just be due to jealousy, as she is plunged into a nightmare world of obsession, revenge, seduction - and blood.",354.0,Cambridge (England),en,,,http://books.google.com.br/books?id=BxCVPwAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=122&source=gbs_api,,Thriller & Suspense,
cX_loAEACAAJ,The Suspect,,Michael Robotham,Clipper Audio,2004,"Joseph O'Loughlin appears to have the perfect life: a beautiful wife, a loving daughter and a successful career as a clinical psychologist. But nothing can be taken for granted. Even the most flawless existence is only a loose thread away from unravelling. All it takes is a murdered girl, a troubled young patient and the biggest lie of his life...",406.0,Clinical psychologists,en,,,http://books.google.com.br/books?id=cX_loAEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=123&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=cX_loAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
h2KibwAACAAJ,Daddy's Little Girl,,Mary Higgins Clark,,2003-08,This novel is based around a young journalist who returns to her home town after hearing that the man who murdered her sister is being released from prison after 20 years. She unearths some information on the killer. Now he plans to kill her as well.,294.0,Ex-convicts,en,,,http://books.google.com.br/books?id=h2KibwAACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=124&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=h2KibwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
il7MjwEACAAJ,A Place of Execution,,Val McDermid,Clipper Audio,2016,"In the Peak District village of Scarsdale, thirteen-year-old girls didn't just run away. So when Alison Carter vanished in the winter of '63, everyone knew it was a murder. Catherine Heathcote remembers the case well - a child herself when Alison vanished. Now a journalist, she persuades DI George Bennett to speak of the hunt for Alison. But when a fresh lead emerges, Bennett tries to stop the story - plunging Catherine into a world of buried secrets and revelations.",,Adult child sexual abuse victims,en,,,http://books.google.com.br/books?id=il7MjwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=125&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=il7MjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
rL_NmAEACAAJ,Shadow Man,,Cody McFadyen,Bantam Dell Publishing Group,2006,"Once the FBI's hottest serial killer hunter, Smoky Barrett is left scarred in body and mind following a brutal encounter with a psychotic killer, and is on the verge of suicide when she is confronted by an all new evil called the Shadow Man.",373.0,Fiction,en,,,http://books.google.com.br/books?id=rL_NmAEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=126&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=rL_NmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
VbKSDAEACAAJ,The Quality of Silence,,Rosamund Lupton,Clipper Audio,2015-01-12,"On 24th November Yasmin and her deaf daughter Ruby arrive in Alaska. Within hours they are driving alone across a frozen wilderness, where nothing grows, no one lives, where tears freeze and where night will last for another fifty-four days. They are looking for Ruby's father, travelling deeper into a silent land. They still cannot find him. And someone is watching them in the dark.",,Deaf children,en,,,http://books.google.com.br/books?id=VbKSDAEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=127&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=VbKSDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2gjejwEACAAJ,The twenty-three,,Linwood Barclay,,2016,"The third spellbinding thriller set in the troubled town of Promise Falls. A dark cloud of suspicion and fear continues to hang over the town of Promise Falls. A series of bizarre, ominously threatening incidents suggests someone is plotting to take revenge on the town. But who is the perpetrator, and revenge for what? Now the time for threats is over. And the inhabitants are about to discover the truth, with devastating consequences.",0.0,Murder,en,,,http://books.google.com.br/books?id=2gjejwEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=128&source=gbs_api,,Thriller & Suspense,http://books.google.com/books/content?id=2gjejwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2AjloAEACAAJ,Private London,,"James Patterson, Mark Pearson",,2011,'Private London' is a hard-hitting thriller set in the London office of the world's most exclusive detective agency.,276.0,Detective and mystery stories,en,,,http://books.google.com.br/books?id=2AjloAEACAAJ&dq=subject:Thriller&hl=&as_pt=BOOKS&cd=129&source=gbs_api,,Thriller & Suspense,
